"taxonID","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","taxonRank","FAO_Code"
"urn:lsid:marinespecies.org:taxname:279162","urn:lsid:marinespecies.org:taxname:279162","Antennatus flagellatus","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Antennatus","Species","AFL"
"urn:lsid:marinespecies.org:taxname:279175","urn:lsid:marinespecies.org:taxname:279175","Palutrus meteori","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Palutrus","Species","GPI"
"urn:lsid:marinespecies.org:taxname:279178","urn:lsid:marinespecies.org:taxname:279178","Okamejei acutispina","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JRA"
"urn:lsid:marinespecies.org:taxname:279180","urn:lsid:marinespecies.org:taxname:279180","Okamejei boesemani","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JRO"
"urn:lsid:marinespecies.org:taxname:279182","urn:lsid:marinespecies.org:taxname:279182","Okamejei hollandi","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JFO"
"urn:lsid:marinespecies.org:taxname:279183","urn:lsid:marinespecies.org:taxname:279183","Okamejei kenojei","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JFK"
"urn:lsid:marinespecies.org:taxname:279185","urn:lsid:marinespecies.org:taxname:279185","Okamejei meerdervoortii","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JFZ"
"urn:lsid:marinespecies.org:taxname:279186","urn:lsid:marinespecies.org:taxname:279186","Okamejei pita","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JRP"
"urn:lsid:marinespecies.org:taxname:279188","urn:lsid:marinespecies.org:taxname:279188","Okamejei schmidti","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Okamejei","Species","JFC"
"urn:lsid:marinespecies.org:taxname:279190","urn:lsid:marinespecies.org:taxname:279190","Glaucosoma hebraicum","Animalia","Chordata","Teleostei","Acropomatiformes","Glaucosomatidae","Glaucosoma","Species","GLH"
"urn:lsid:marinespecies.org:taxname:279192","urn:lsid:marinespecies.org:taxname:279192","Glaucosoma scapulare","Animalia","Chordata","Teleostei","Acropomatiformes","Glaucosomatidae","Glaucosoma","Species","GLU"
"urn:lsid:marinespecies.org:taxname:279193","urn:lsid:marinespecies.org:taxname:279193","Oreochromis amphimelas","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","OEM"
"urn:lsid:marinespecies.org:taxname:279194","urn:lsid:marinespecies.org:taxname:279194","Oreochromis andersonii","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","STA"
"urn:lsid:marinespecies.org:taxname:279195","urn:lsid:marinespecies.org:taxname:279195","Oreochromis angolensis","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","OEG"
"urn:lsid:marinespecies.org:taxname:279196","urn:lsid:marinespecies.org:taxname:279196","Oreochromis aureus","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","OEA"
"urn:lsid:marinespecies.org:taxname:279197","urn:lsid:marinespecies.org:taxname:279197","Oreochromis korogwe","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","OEW"
"urn:lsid:marinespecies.org:taxname:279198","urn:lsid:marinespecies.org:taxname:279198","Oreochromis lepidurus","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Oreochromis","Species","OEP"
"urn:lsid:marinespecies.org:taxname:279206","urn:lsid:marinespecies.org:taxname:279206","Psammogobius biocellatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Psammogobius","Species","GBI"
"urn:lsid:marinespecies.org:taxname:279210","urn:lsid:marinespecies.org:taxname:279210","Pteragogus enneacanthus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Species","TGB"
"urn:lsid:marinespecies.org:taxname:279212","urn:lsid:marinespecies.org:taxname:279212","Kelloggella cardinalis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Kelloggella","Species","KGC"
"urn:lsid:marinespecies.org:taxname:279221","urn:lsid:marinespecies.org:taxname:279221","Pervagor alternans","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor","Species","PVL"
"urn:lsid:marinespecies.org:taxname:279250","urn:lsid:marinespecies.org:taxname:279250","Helcogramma steinitzi","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Helcogramma","Species","FVB"
"urn:lsid:marinespecies.org:taxname:279264","urn:lsid:marinespecies.org:taxname:279264","Pentaceros decacanthus","Animalia","Chordata","Teleostei","Acropomatiformes","Pentacerotidae","Pentaceros","Species","EMV"
"urn:lsid:marinespecies.org:taxname:279272","urn:lsid:marinespecies.org:taxname:279272","Eptatretus burgeri","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus","Species","MYB"
"urn:lsid:marinespecies.org:taxname:279276","urn:lsid:marinespecies.org:taxname:279276","Eptatretus cirrhatus","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus","Species","MWC"
"urn:lsid:marinespecies.org:taxname:279298","urn:lsid:marinespecies.org:taxname:279298","Eptatretus stoutii","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus","Species","MYU"
"urn:lsid:marinespecies.org:taxname:279302","urn:lsid:marinespecies.org:taxname:279302","Meiacanthus abditus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Species","MHB"
"urn:lsid:marinespecies.org:taxname:279326","urn:lsid:marinespecies.org:taxname:279326","Plagiogeneion macrolepis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Emmelichthyidae","Plagiogeneion","Species","EPC"
"urn:lsid:marinespecies.org:taxname:279329","urn:lsid:marinespecies.org:taxname:279329","Metelectrona herwigi","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Metelectrona","Species","MTW"
"urn:lsid:marinespecies.org:taxname:279334","urn:lsid:marinespecies.org:taxname:279334","Lyconus pinnatus","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Lyconus","Species","KXP"
"urn:lsid:marinespecies.org:taxname:279337","urn:lsid:marinespecies.org:taxname:279337","Muraenolepis andriashevi","Animalia","Chordata","Teleostei","Gadiformes","Muraenolepididae","Muraenolepis","Species","QMZ"
"urn:lsid:marinespecies.org:taxname:279346","urn:lsid:marinespecies.org:taxname:279346","Patagonotothen tessellata","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Patagonotothen","Species","GTT"
"urn:lsid:marinespecies.org:taxname:279349","urn:lsid:marinespecies.org:taxname:279349","Notothenia angustata","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Notothenia","Species","NHG"
"urn:lsid:marinespecies.org:taxname:279351","urn:lsid:marinespecies.org:taxname:279351","Oidiphorus brevis","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Oidiphorus","Species","OIB"
"urn:lsid:marinespecies.org:taxname:279357","urn:lsid:marinespecies.org:taxname:279357","Ambophthalmos angustus","Animalia","Chordata","Teleostei","Perciformes","Psychrolutidae","Ambophthalmos","Species","NEG"
"urn:lsid:marinespecies.org:taxname:279364","urn:lsid:marinespecies.org:taxname:279364","Paranotothenia dewitti","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Paranotothenia","Species","NHQ"
"urn:lsid:marinespecies.org:taxname:279379","urn:lsid:marinespecies.org:taxname:279379","Pogonophryne albipinna","Animalia","Chordata","Teleostei","Perciformes","Artedidraconidae","Pogonophryne","Species","YJB"
"urn:lsid:marinespecies.org:taxname:279386","urn:lsid:marinespecies.org:taxname:279386","Lycodapus derjugini","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodapus","Species","LYK"
"urn:lsid:marinespecies.org:taxname:279404","urn:lsid:marinespecies.org:taxname:279404","Artedidraco glareobarbatus","Animalia","Chordata","Teleostei","Perciformes","Artedidraconidae","Artedidraco","Species","ADZ"
"urn:lsid:marinespecies.org:taxname:279407","urn:lsid:marinespecies.org:taxname:279407","Pinguipes chilensis","Animalia","Chordata","Teleostei","Perciformes","Pinguipedidae","Pinguipes","Species","JPC"
"urn:lsid:marinespecies.org:taxname:279411","urn:lsid:marinespecies.org:taxname:279411","Hexagrammos otakii","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Species","HXO"
"urn:lsid:marinespecies.org:taxname:279415","urn:lsid:marinespecies.org:taxname:279415","Bathymaster caeruleofasciatus","Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Species","BMF"
"urn:lsid:marinespecies.org:taxname:279421","urn:lsid:marinespecies.org:taxname:279421","Hypomesus nipponensis","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","Species","HVJ"
"urn:lsid:marinespecies.org:taxname:279422","urn:lsid:marinespecies.org:taxname:279422","Hypomesus pretiosus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","Species","SUS"
"urn:lsid:marinespecies.org:taxname:279432","urn:lsid:marinespecies.org:taxname:279432","Porocottus tentaculatus","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus","Species","PUV"
"urn:lsid:marinespecies.org:taxname:279437","urn:lsid:marinespecies.org:taxname:279437","Occella kasawae","Animalia","Chordata","Teleostei","Perciformes","Agonidae","Occella","Species","OCK"
"urn:lsid:marinespecies.org:taxname:279441","urn:lsid:marinespecies.org:taxname:279441","Malacocottus gibber","Animalia","Chordata","Teleostei","Perciformes","Psychrolutidae","Malacocottus","Species","MGV"
"urn:lsid:marinespecies.org:taxname:279443","urn:lsid:marinespecies.org:taxname:279443","Acanthemblemaria aspera","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Species","NBP"
"urn:lsid:marinespecies.org:taxname:279462","urn:lsid:marinespecies.org:taxname:279462","Acanthaluteres brownii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","Species","BWI"
"urn:lsid:marinespecies.org:taxname:279464","urn:lsid:marinespecies.org:taxname:279464","Acanthaluteres vittiger","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","Species","PVI"
"urn:lsid:marinespecies.org:taxname:279465","urn:lsid:marinespecies.org:taxname:279465","Acanthaphritis barbata","Animalia","Chordata","Teleostei","Acropomatiformes","Hemerocoetidae","Acanthaphritis","Species","NHT"
"urn:lsid:marinespecies.org:taxname:279469","urn:lsid:marinespecies.org:taxname:279469","Acanthochromis polyacanthus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","Species","AIL"
"urn:lsid:marinespecies.org:taxname:279470","urn:lsid:marinespecies.org:taxname:279470","Acanthoclinus fuscus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Acanthoclinus","Species","AIF"
"urn:lsid:marinespecies.org:taxname:279476","urn:lsid:marinespecies.org:taxname:279476","Acanthogobius hasta","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","Species","ACG"
"urn:lsid:marinespecies.org:taxname:279480","urn:lsid:marinespecies.org:taxname:279480","Acantholiparis opercularis","Animalia","Chordata","Teleostei","Perciformes","Liparidae","Acantholiparis","Species","AIO"
"urn:lsid:marinespecies.org:taxname:279481","urn:lsid:marinespecies.org:taxname:279481","Acanthopsetta nadeshnyi","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Acanthopsetta","Species","NTJ"
"urn:lsid:marinespecies.org:taxname:279482","urn:lsid:marinespecies.org:taxname:279482","Acanthosphex leurynnis","Animalia","Chordata","Teleostei","Perciformes","Aploactinidae","Acanthosphex","Species","AXL"
"urn:lsid:marinespecies.org:taxname:279487","urn:lsid:marinespecies.org:taxname:279487","Acheilognathus melanogaster","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Acheilognathus","Species","ATN"
"urn:lsid:marinespecies.org:taxname:279488","urn:lsid:marinespecies.org:taxname:279488","Achiroides leucorhynchos","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Achiroides","Species","ILY"
"urn:lsid:marinespecies.org:taxname:279489","urn:lsid:marinespecies.org:taxname:279489","Achiroides melanorhynchus","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Achiroides","Species","IME"
"urn:lsid:marinespecies.org:taxname:279490","urn:lsid:marinespecies.org:taxname:279490","Achirus achirus","Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Achirus","Species","HIK"
"urn:lsid:marinespecies.org:taxname:279493","urn:lsid:marinespecies.org:taxname:279493","Achirus lineatus","Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Achirus","Species","ULI"
"urn:lsid:marinespecies.org:taxname:279494","urn:lsid:marinespecies.org:taxname:279494","Achirus mazatlanus","Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Achirus","Species","UMZ"
"urn:lsid:marinespecies.org:taxname:279495","urn:lsid:marinespecies.org:taxname:279495","Achirus scutum","Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Achirus","Species","UTV"
"urn:lsid:marinespecies.org:taxname:279497","urn:lsid:marinespecies.org:taxname:279497","Achoerodus gouldii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Achoerodus","Species","AKG"
"urn:lsid:marinespecies.org:taxname:279502","urn:lsid:marinespecies.org:taxname:279502","Aculeola nigra","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Aculeola","Species","ACN"
"urn:lsid:marinespecies.org:taxname:279504","urn:lsid:marinespecies.org:taxname:279504","Acyrtops beryllinus","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Acyrtops","Species","AYY"
"urn:lsid:marinespecies.org:taxname:279505","urn:lsid:marinespecies.org:taxname:279505","Acyrtus artius","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Acyrtus","Species","AYR"
"urn:lsid:marinespecies.org:taxname:279508","urn:lsid:marinespecies.org:taxname:279508","Adelosebastes latens","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Adelosebastes","Species","AQL"
"urn:lsid:marinespecies.org:taxname:279510","urn:lsid:marinespecies.org:taxname:279510","Adventor elongatus","Animalia","Chordata","Teleostei","Perciformes","Aploactinidae","Adventor","Species","AVE"
"urn:lsid:marinespecies.org:taxname:279511","urn:lsid:marinespecies.org:taxname:279511","Aetapcus maculatus","Animalia","Chordata","Teleostei","Perciformes","Pataecidae","Aetapcus","Species","AET"
"urn:lsid:marinespecies.org:taxname:279522","urn:lsid:marinespecies.org:taxname:279522","Agonopsis vulsa","Animalia","Chordata","Teleostei","Perciformes","Agonidae","Agonopsis","Species","AVU"
"urn:lsid:marinespecies.org:taxname:279523","urn:lsid:marinespecies.org:taxname:279523","Agrostichthys parkeri","Animalia","Chordata","Teleostei","Lampriformes","Regalecidae","Agrostichthys","Species","AGP"
"urn:lsid:marinespecies.org:taxname:279525","urn:lsid:marinespecies.org:taxname:279525","Aiakas zinorum","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Aiakas","Species","AKZ"
"urn:lsid:marinespecies.org:taxname:279526","urn:lsid:marinespecies.org:taxname:279526","Ailia coila","Animalia","Chordata","Teleostei","Siluriformes","Ailiidae","Ailia","Species","AIC"
"urn:lsid:marinespecies.org:taxname:279529","urn:lsid:marinespecies.org:taxname:279529","Aioliops novaeguineae","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Aioliops","Species","IPN"
"urn:lsid:marinespecies.org:taxname:279541","urn:lsid:marinespecies.org:taxname:279541","Alabes parvula","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Alabes","Species","ABV"
"urn:lsid:marinespecies.org:taxname:279543","urn:lsid:marinespecies.org:taxname:279543","Albulichthys albuloides","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Albulichthys","Species","ABA"
"urn:lsid:marinespecies.org:taxname:279545","urn:lsid:marinespecies.org:taxname:279545","Alcichthys elongatus","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Alcichthys","Species","AHO"
"urn:lsid:marinespecies.org:taxname:279546","urn:lsid:marinespecies.org:taxname:279546","Aldrichetta forsteri","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Aldrichetta","Species","MAD"
"urn:lsid:marinespecies.org:taxname:279547","urn:lsid:marinespecies.org:taxname:279547","Alectrias alectrolophus","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Alectrias","Species","LTU"
"urn:lsid:marinespecies.org:taxname:279552","urn:lsid:marinespecies.org:taxname:279552","Alertichthys blacki","Animalia","Chordata","Teleostei","Perciformes","Zanclorhynchidae","Alertichthys","Species","AHK"
"urn:lsid:marinespecies.org:taxname:279553","urn:lsid:marinespecies.org:taxname:279553","Allenichthys glauerti","Animalia","Chordata","Teleostei","Lophiiformes","Histiophrynidae","Allenichthys","Species","ALG"
"urn:lsid:marinespecies.org:taxname:279555","urn:lsid:marinespecies.org:taxname:279555","Allocareproctus jordani","Animalia","Chordata","Teleostei","Perciformes","Liparidae","Allocareproctus","Species","CJO"
"urn:lsid:marinespecies.org:taxname:279560","urn:lsid:marinespecies.org:taxname:279560","Alloclinus holderi","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Alloclinus","Species","LLH"
"urn:lsid:marinespecies.org:taxname:279561","urn:lsid:marinespecies.org:taxname:279561","Allomicrodesmus dorotheae","Animalia","Chordata","Teleostei","Gobiiformes","Xenisthmidae","Allomicrodesmus","Species","XAD"
"urn:lsid:marinespecies.org:taxname:279562","urn:lsid:marinespecies.org:taxname:279562","Allomycterus pilatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Allomycterus","Species","AYT"
"urn:lsid:marinespecies.org:taxname:279564","urn:lsid:marinespecies.org:taxname:279564","Allosmerus elongatus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Allosmerus","Species","OAE"
"urn:lsid:marinespecies.org:taxname:279567","urn:lsid:marinespecies.org:taxname:279567","Alphestes afer","Animalia","Chordata","Teleostei","Perciformes","Epinephelidae","Alphestes","Species","LSF"
"urn:lsid:marinespecies.org:taxname:279568","urn:lsid:marinespecies.org:taxname:279568","Alphestes immaculatus","Animalia","Chordata","Teleostei","Perciformes","Epinephelidae","Alphestes","Species","LWV"
"urn:lsid:marinespecies.org:taxname:279569","urn:lsid:marinespecies.org:taxname:279569","Alphestes multiguttatus","Animalia","Chordata","Teleostei","Perciformes","Epinephelidae","Alphestes","Species","LST"
"urn:lsid:marinespecies.org:taxname:279573","urn:lsid:marinespecies.org:taxname:279573","Amblychaeturichthys hexanema","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblychaeturichthys","Species","HTX"
"urn:lsid:marinespecies.org:taxname:279574","urn:lsid:marinespecies.org:taxname:279574","Amblychaeturichthys sciistius","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblychaeturichthys","Species","MBI"
"urn:lsid:marinespecies.org:taxname:279576","urn:lsid:marinespecies.org:taxname:279576","Amblypomacentrus breviceps","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblypomacentrus","Species","AYJ"
"urn:lsid:marinespecies.org:taxname:279582","urn:lsid:marinespecies.org:taxname:279582","Ammotretis lituratus","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Ammotretis","Species","MJR"
"urn:lsid:marinespecies.org:taxname:279584","urn:lsid:marinespecies.org:taxname:279584","Ammotretis rostratus","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Ammotretis","Species","MJO"
"urn:lsid:marinespecies.org:taxname:279586","urn:lsid:marinespecies.org:taxname:279586","Amphiarius phrygiatus","Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Amphiarius","Species","AWY"
"urn:lsid:marinespecies.org:taxname:279587","urn:lsid:marinespecies.org:taxname:279587","Amphiarius rugispinis","Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Amphiarius","Species","AWR"
"urn:lsid:marinespecies.org:taxname:279588","urn:lsid:marinespecies.org:taxname:279588","Amphichaetodon howensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Amphichaetodon","Species","MPH"
"urn:lsid:marinespecies.org:taxname:279590","urn:lsid:marinespecies.org:taxname:279590","Amphichthys cryptocentrus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Amphichthys","Species","BAY"
"urn:lsid:marinespecies.org:taxname:279594","urn:lsid:marinespecies.org:taxname:279594","Amphistichus argenteus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Amphistichus","Species","MFA"
"urn:lsid:marinespecies.org:taxname:279597","urn:lsid:marinespecies.org:taxname:279597","Anabas testudineus","Animalia","Chordata","Teleostei","Anabantiformes","Anabantidae","Anabas","Species","FPC"
"urn:lsid:marinespecies.org:taxname:279598","urn:lsid:marinespecies.org:taxname:279598","Anableps anableps","Animalia","Chordata","Teleostei","Cyprinodontiformes","Anablepidae","Anableps","Species","AAW"
"urn:lsid:marinespecies.org:taxname:279601","urn:lsid:marinespecies.org:taxname:279601","Anacanthus barbatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Anacanthus","Species","NAT"
"urn:lsid:marinespecies.org:taxname:279602","urn:lsid:marinespecies.org:taxname:279602","Anaora tentaculata","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Anaora","Species","NRE"
"urn:lsid:marinespecies.org:taxname:279603","urn:lsid:marinespecies.org:taxname:279603","Anarchopterus criniger","Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Anarchopterus","Species","SAQ"
"urn:lsid:marinespecies.org:taxname:279605","urn:lsid:marinespecies.org:taxname:279605","Anarrhichthys ocellatus","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys","Species","NAC"
"urn:lsid:marinespecies.org:taxname:279607","urn:lsid:marinespecies.org:taxname:279607","Anchovia clupeoides","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchovia","Species","AHU"
"urn:lsid:marinespecies.org:taxname:279608","urn:lsid:marinespecies.org:taxname:279608","Anchovia macrolepidota","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchovia","Species","AHC"
"urn:lsid:marinespecies.org:taxname:279609","urn:lsid:marinespecies.org:taxname:279609","Anchovia surinamensis","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchovia","Species","VCH"
"urn:lsid:marinespecies.org:taxname:279612","urn:lsid:marinespecies.org:taxname:279612","Andamia reyi","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Andamia","Species","NDR"
"urn:lsid:marinespecies.org:taxname:279614","urn:lsid:marinespecies.org:taxname:279614","Andriashevia aptera","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Andriashevia","Species","AVP"
"urn:lsid:marinespecies.org:taxname:279616","urn:lsid:marinespecies.org:taxname:279616","Anisotremus caesius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","FEN"
"urn:lsid:marinespecies.org:taxname:279617","urn:lsid:marinespecies.org:taxname:279617","Anisotremus davidsonii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","HND"
"urn:lsid:marinespecies.org:taxname:279619","urn:lsid:marinespecies.org:taxname:279619","Anisotremus interruptus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","HNI"
"urn:lsid:marinespecies.org:taxname:279622","urn:lsid:marinespecies.org:taxname:279622","Anisotremus scapularis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","HNS"
"urn:lsid:marinespecies.org:taxname:279623","urn:lsid:marinespecies.org:taxname:279623","Anisotremus surinamensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","HNU"
"urn:lsid:marinespecies.org:taxname:279625","urn:lsid:marinespecies.org:taxname:279625","Anisotremus virginicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Species","HNR"
"urn:lsid:marinespecies.org:taxname:279626","urn:lsid:marinespecies.org:taxname:279626","Anodontostoma chacunda","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Anodontostoma","Species","CHG"
"urn:lsid:marinespecies.org:taxname:279629","urn:lsid:marinespecies.org:taxname:279629","Anomalops katoptron","Animalia","Chordata","Teleostei","Trachichthyiformes","Anomalopidae","Anomalops","Species","AKA"
"urn:lsid:marinespecies.org:taxname:279630","urn:lsid:marinespecies.org:taxname:279630","Anoplagonus inermis","Animalia","Chordata","Teleostei","Perciformes","Agonidae","Anoplagonus","Species","AVO"
"urn:lsid:marinespecies.org:taxname:279633","urn:lsid:marinespecies.org:taxname:279633","Anoplarchus purpurescens","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Anoplarchus","Species","NPU"
"urn:lsid:marinespecies.org:taxname:279634","urn:lsid:marinespecies.org:taxname:279634","Antipodocottus elegans","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Antipodocottus","Species","ADL"
"urn:lsid:marinespecies.org:taxname:279638","urn:lsid:marinespecies.org:taxname:279638","Apagesoma delosommatum","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Apagesoma","Species","OAD"
"urn:lsid:marinespecies.org:taxname:279642","urn:lsid:marinespecies.org:taxname:279642","Apionichthys dumerili","Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Apionichthys","Species","IYD"
"urn:lsid:marinespecies.org:taxname:279643","urn:lsid:marinespecies.org:taxname:279643","Apistops caloundra","Animalia","Chordata","Teleostei","Perciformes","Apistidae","Apistops","Species","AIU"
"urn:lsid:marinespecies.org:taxname:279644","urn:lsid:marinespecies.org:taxname:279644","Aplatophis chauliodus","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Aplatophis","Species","AOC"
"urn:lsid:marinespecies.org:taxname:279646","urn:lsid:marinespecies.org:taxname:279646","Aploactis aspera","Animalia","Chordata","Teleostei","Perciformes","Aploactinidae","Aploactis","Species","AAZ"
"urn:lsid:marinespecies.org:taxname:279650","urn:lsid:marinespecies.org:taxname:279650","Aplocheilus dayi","Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Aplocheilus","Species","ADI"
"urn:lsid:marinespecies.org:taxname:279652","urn:lsid:marinespecies.org:taxname:279652","Aplocheilus panchax","Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Aplocheilus","Species","AXD"
"urn:lsid:marinespecies.org:taxname:279655","urn:lsid:marinespecies.org:taxname:279655","Aplochiton zebra","Animalia","Chordata","Teleostei","Galaxiiformes","Galaxiidae","Aplochiton","Species","GAV"
"urn:lsid:marinespecies.org:taxname:279657","urn:lsid:marinespecies.org:taxname:279657","Aplodactylus etheridgii","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Species","LDJ"
"urn:lsid:marinespecies.org:taxname:279659","urn:lsid:marinespecies.org:taxname:279659","Aplodactylus punctatus","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Species","FPJ"
"urn:lsid:marinespecies.org:taxname:279661","urn:lsid:marinespecies.org:taxname:279661","Apocryptes bato","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Apocryptes","Species","OCB"
