"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 3/7/1948)"
Date,"2/25/2026 2:32:06 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"Y:\Projects\EwE\Databases\Natalia\Discards Bug\Black Sea_2025_testing BAN\Output\Mammals\Anchovy Bay Flat.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Rows = MSE Run, Columns = Time
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492
0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.1465663, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 0.2779876, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.2230241, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.07494555, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05972204, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.05503562, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.2023181, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.07703473, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.2176337, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.09695568, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.06785233, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.126348, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.1572702, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.4354963, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1431458, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.1092766, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.5743963, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.1153264, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.0756892, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.215043, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.2375185, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.3186157, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 0.0241566, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 1.168888, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2128465, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.2239536, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.1319517, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.6686566, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.1602849, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.0825482, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.6584409, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.083653, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.202321, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.6819412, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.07086495, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2051641, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.2321593, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.1663231, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.08217639, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448, 0.1215448
0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 0.3409105, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 4.969697, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.1650416, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.918013, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.311141, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.09386064, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.3218254, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.240756, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.2690011, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.3306462, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.04642982, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.05566193, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.1065096, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.8402724, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.406388, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.2999695, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.593558, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.1237776, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.2687658, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.105225, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.1869016, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.04734519, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.1666311, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.02370624, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.2159852, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.1530863, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.2339243, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.0523233, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.07677133, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.6356599, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.07167551, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.09627115, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1579079, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.1198174, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.07304225, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.06230541, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.9069355, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.08418504, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.1285055, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.08609985, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668, 0.03291668
0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.1236801, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.6252958, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.06944367, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2062377, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.2700554, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 0.223494, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 4.760108, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.1751074, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.525639, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.0762854, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.2534718, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1373373, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1389672, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.1794073, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.06345268, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.2650217, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.3242359, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.02951555, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.6117545, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.02654304, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.2042517, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1810229, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.1682666, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.04299258, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.1535801, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.03948596, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.3689922, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.1738097, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.06184773, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.1753671, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.4007571, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.1300754, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.159214, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.05555986, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.07425465, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.1715301, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.437616, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1332235, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1043413, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1137354, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492, 0.1767492
