"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 3/7/1948)"
Date,"2/25/2026 2:32:06 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"Y:\Projects\EwE\Databases\Natalia\Discards Bug\Black Sea_2025_testing BAN\Output\Mammals\Anchovy Bay Flat.eweaccdb"
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Rows = MSE Run, Columns = Time
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492
0.08001328, 0.08002724, 0.0800414, 0.0800556, 0.08006991, 0.08008422, 0.0800985, 0.08011276, 0.08012704, 0.08014144, 0.08015453, 0.0801671, 0.08017948, 0.08019178, 0.08020408, 0.08021643, 0.08022878, 0.08024087, 0.08025289, 0.08026487, 0.08027683, 0.08028889, 0.08030059, 0.08031195, 0.08032223, 0.08033228, 0.0803423, 0.08035238, 0.08036266, 0.08037307, 0.08038368, 0.08039457, 0.08040585, 0.08041757, 0.0804298, 0.08044253, 0.08045588, 0.0804698, 0.0804843, 0.08049939, 0.0805145, 0.08052996, 0.08054592, 0.08056218, 0.08057895, 0.08059607, 0.08061352, 0.08063135, 0.08064938, 0.08066777, 0.08068586, 0.0807039, 0.08072157, 0.08073883, 0.08075598, 0.08077294, 0.08078934, 0.08080433, 0.08081859, 0.08083217, 0.08084542, 0.08085845, 0.08087084, 0.08088285, 0.08089376, 0.08090411, 0.08091407, 0.08092325, 0.08093183, 0.08093964, 0.08094669, 0.08095318, 0.08095932, 0.08096525, 0.08097085, 0.08097627, 0.08098156, 0.08098694, 0.08099242, 0.08099818, 0.081004, 0.08101008, 0.08101645, 0.08102329, 0.08103065, 0.08103857, 0.08104708, 0.08105594, 0.08106532, 0.08107522, 0.08108525, 0.0810957, 0.08110646, 0.08111763, 0.08112912, 0.08114089, 0.08115309, 0.08116557, 0.08117836, 0.08119109, 0.08120327, 0.08121552, 0.08122782, 0.08124022, 0.08125227, 0.0812643, 0.08127648, 0.08128847, 0.08129996, 0.08131096, 0.0813192, 0.08132249, 0.08132176, 0.08131769, 0.08130953, 0.08129708, 0.08127718, 0.08125459, 0.08123033, 0.08120363, 0.08117535, 0.0811464, 0.08111703, 0.08108746, 0.08105782, 0.08102795, 0.08099798, 0.08096799, 0.080938, 0.08090796, 0.08087789, 0.08084784, 0.08081773, 0.08078746, 0.08075713, 0.08072675, 0.08069627, 0.08066577, 0.08063517, 0.08060452, 0.08057386, 0.08054307, 0.08051222, 0.0804814, 0.08045053, 0.0804197, 0.0803889, 0.0803581, 0.08032724, 0.08029641, 0.08026562, 0.08023479, 0.08020402, 0.08017323, 0.0801425, 0.08011175, 0.08008108, 0.08005037, 0.08001968, 0.07998906, 0.07995841, 0.07992779, 0.07989722, 0.07986666, 0.07983612, 0.07980563, 0.07977515, 0.07974467, 0.0797142, 0.07968376, 0.07965334, 0.07962294, 0.07959253, 0.07956215, 0.07953183, 0.07950146, 0.07947116, 0.07944086, 0.07941055, 0.07938031, 0.07935009, 0.07931987, 0.07928972, 0.07925955, 0.07922934, 0.07919912, 0.07916894, 0.07913876, 0.0791086, 0.07907848, 0.0790484, 0.07901833, 0.07898828, 0.07895827, 0.07892824, 0.07889821, 0.0788682, 0.07883821, 0.07880823, 0.07877829, 0.07874836, 0.07871838, 0.07868847, 0.07865854, 0.07862865, 0.07859873, 0.07856886, 0.07853904, 0.07850918, 0.0784794, 0.07844934, 0.07841919, 0.078389, 0.07835878, 0.07832862, 0.0782984, 0.07826826, 0.07823811, 0.07820796, 0.07817777, 0.07814764, 0.07811752, 0.07808743, 0.07805735, 0.07802728, 0.07799724, 0.07796719, 0.07793716, 0.07790715, 0.07787715, 0.07784717, 0.07781718, 0.07778718, 0.07775723, 0.07772722, 0.07769722, 0.07766723, 0.07763725, 0.07760727, 0.07757729, 0.07754733, 0.07751738, 0.07748743, 0.0774575, 0.07742756, 0.07739765, 0.07736779, 0.07733793, 0.07730809, 0.07727827, 0.07724847, 0.0772187, 0.07718896, 0.07715923, 0.07712956, 0.07709987, 0.07707014, 0.07704045, 0.07701065, 0.07698077, 0.07695086, 0.07692086, 0.07689075, 0.07686058, 0.07683045, 0.07680032, 0.07677015, 0.07674002, 0.0767099, 0.07667982, 0.07664976, 0.07661968, 0.07658962, 0.07655958, 0.07652956, 0.07649957, 0.07646962, 0.07643965, 0.07640973, 0.07637981, 0.0763499, 0.07632002, 0.07629016, 0.07626031, 0.07623047, 0.07620066, 0.07617081, 0.07614088, 0.07611095, 0.07608101, 0.07605114, 0.07602127, 0.07599137, 0.07596154, 0.07593171, 0.0759019, 0.07587209, 0.07584232, 0.07581256, 0.07578282, 0.07575305, 0.07572322, 0.07569331, 0.07566333, 0.07563329, 0.07560319, 0.07557307, 0.07554299, 0.07551292, 0.07548285, 0.0754527, 0.07542259, 0.07539248, 0.07536235, 0.07533209, 0.07530176, 0.07527136, 0.07524096, 0.07521062, 0.07518025, 0.07514986, 0.07511954, 0.07508922, 0.07505891, 0.07502864, 0.07499841, 0.07496812, 0.07493775, 0.07490741, 0.07487708, 0.07484669, 0.07481632, 0.07478593, 0.07475546, 0.07472502, 0.0746946, 0.07466419, 0.07463376, 0.07460328, 0.07457282, 0.07454221, 0.07451159, 0.07448086, 0.07445012, 0.07441937, 0.07438866, 0.07435794, 0.0743272, 0.07429648, 0.07426579, 0.07423496, 0.07420412, 0.07417329, 0.07414249, 0.07411161, 0.07408075, 0.0740499, 0.07401902, 0.07398816, 0.0739573, 0.07392649, 0.07389565, 0.07386474, 0.0738339, 0.07380301, 0.07377207, 0.0737411, 0.07371018, 0.07367923, 0.07364833, 0.07361748, 0.07358642, 0.07355525, 0.0735241, 0.07349291, 0.07346176, 0.07343063, 0.07339951, 0.07336839, 0.07333732, 0.07330628, 0.07327521, 0.07324417, 0.07321311, 0.07318208, 0.07315104, 0.07311997, 0.07308893, 0.07305794, 0.07302697, 0.072996, 0.07296511, 0.07293418, 0.07290327, 0.07287238, 0.07284146, 0.07281051, 0.07277959, 0.07274865, 0.07271769, 0.07268678, 0.07265587, 0.07262496, 0.07259411, 0.07256326, 0.07253243, 0.07250159, 0.07247079, 0.07243995, 0.07240915, 0.07237834, 0.07234755, 0.07231679, 0.07228598, 0.07225523, 0.07222447, 0.07219373, 0.07216299, 0.07213229, 0.07210159, 0.0720709, 0.07204024, 0.07200959, 0.07197896, 0.07194836, 0.07191777, 0.0718872, 0.07185665, 0.07182599, 0.07179525, 0.07176442, 0.07173358, 0.07170274, 0.07167189, 0.07164106, 0.0716102, 0.07157934, 0.07154853, 0.07151771, 0.07148689, 0.07145608, 0.07142526, 0.0713945, 0.0713637, 0.07133295, 0.0713022, 0.07127147, 0.07124073, 0.07121002, 0.07117932, 0.07114863, 0.07111794, 0.07108723, 0.07105656, 0.07102587, 0.07099519, 0.07096449, 0.07093379, 0.07090307, 0.07087238, 0.07084167, 0.070811, 0.07078033, 0.07074968, 0.07071906, 0.07068844, 0.07065786, 0.07062726, 0.07059669, 0.07056614, 0.07053562, 0.0705051, 0.07047462, 0.07044414, 0.07041369, 0.07038324, 0.0703528, 0.07032238, 0.070292, 0.07026162, 0.07023124, 0.0702009, 0.07017057, 0.07014022, 0.07010994, 0.07007965, 0.07004938, 0.0700191, 0.06998888, 0.06995865, 0.06992844, 0.06989824
0.08001328, 0.08002722, 0.08004124, 0.08005528, 0.08006893, 0.08008253, 0.08009613, 0.08010962, 0.0801231, 0.08013637, 0.08014962, 0.08016279, 0.08017588, 0.080189, 0.08020216, 0.08021548, 0.08022902, 0.08024264, 0.08025619, 0.08026982, 0.08028371, 0.08029775, 0.08031182, 0.08032568, 0.08033958, 0.08035376, 0.08036833, 0.08038326, 0.08039852, 0.08041415, 0.08043004, 0.08044635, 0.0804629, 0.0804797, 0.08049683, 0.08051436, 0.08053219, 0.08055022, 0.08056851, 0.08058712, 0.0806058, 0.08062471, 0.08064382, 0.08066313, 0.08068266, 0.08070242, 0.08072235, 0.08074192, 0.0807614, 0.08078081, 0.08080029, 0.08081979, 0.0808392, 0.08085873, 0.08087824, 0.08089783, 0.08091734, 0.08093687, 0.0809564, 0.08097591, 0.08099538, 0.08101478, 0.08103412, 0.08105345, 0.08107246, 0.08109141, 0.08111025, 0.08112905, 0.08114778, 0.08116645, 0.08118503, 0.08120356, 0.08122185, 0.08124008, 0.08125824, 0.08127637, 0.08129446, 0.08131249, 0.08133045, 0.08134833, 0.08136619, 0.08138403, 0.08140178, 0.08141947, 0.08143711, 0.08145475, 0.08147232, 0.08148986, 0.08150737, 0.08152477, 0.0815419, 0.08155891, 0.08157591, 0.08159273, 0.08160952, 0.08162601, 0.08164213, 0.08165817, 0.08167414, 0.08169003, 0.0817056, 0.08172077, 0.08173504, 0.0817487, 0.08176218, 0.08177552, 0.08178872, 0.08180155, 0.08181401, 0.08182635, 0.08183857, 0.08185071, 0.0818627, 0.0818744, 0.08188576, 0.08189695, 0.08190808, 0.08191916, 0.08193039, 0.08194163, 0.0819529, 0.08196419, 0.08197492, 0.0819835, 0.08199113, 0.08199824, 0.08200482, 0.08201041, 0.08201487, 0.08201494, 0.08201238, 0.08200702, 0.0819983, 0.0819866, 0.08197189, 0.08195692, 0.08194194, 0.08192709, 0.08191242, 0.08189812, 0.08188425, 0.0818709, 0.08185825, 0.08184638, 0.08183537, 0.08182516, 0.08181586, 0.08180761, 0.08180042, 0.08179451, 0.08179014, 0.08178771, 0.08178724, 0.0817889, 0.0817926, 0.08179862, 0.08180676, 0.08181704, 0.08182933, 0.08184355, 0.08185954, 0.0818772, 0.08189634, 0.08191684, 0.08193843, 0.08196101, 0.08198445, 0.08200864, 0.08203223, 0.08205492, 0.08207614, 0.08209599, 0.08211542, 0.08213418, 0.08215265, 0.08217044, 0.08218804, 0.08220557, 0.08222294, 0.08224023, 0.08225733, 0.08227422, 0.08229074, 0.08230688, 0.08232249, 0.08233792, 0.08235237, 0.08236649, 0.08238038, 0.08239406, 0.08240635, 0.08241816, 0.08242944, 0.08244025, 0.08245079, 0.0824609, 0.08247066, 0.08247998, 0.08248889, 0.08249734, 0.08250556, 0.08251347, 0.08252031, 0.08252665, 0.08253262, 0.08253732, 0.08254143, 0.08254485, 0.08254756, 0.08254958, 0.08255081, 0.08255145, 0.08255063, 0.08254889, 0.08254609, 0.08254251, 0.08253789, 0.08253267, 0.08252703, 0.08252113, 0.0825148, 0.08250836, 0.0825018, 0.08249511, 0.08248863, 0.08248252, 0.08247697, 0.08247195, 0.08246766, 0.08246434, 0.08246204, 0.08246101, 0.08246133, 0.08246275, 0.08246548, 0.08246881, 0.08247308, 0.08247837, 0.08248475, 0.08249214, 0.08250047, 0.08250947, 0.08251925, 0.08252971, 0.08254076, 0.08255213, 0.08256405, 0.08257659, 0.08258955, 0.08260296, 0.08261675, 0.08263087, 0.08264541, 0.08266033, 0.08267566, 0.08269075, 0.08270584, 0.08272123, 0.082737, 0.08275303, 0.08276922, 0.08278558, 0.08280206, 0.08281874, 0.08283578, 0.08285299, 0.08287015, 0.08288738, 0.08290488, 0.08292253, 0.08294035, 0.08295792, 0.08297556, 0.08299323, 0.08301105, 0.08302899, 0.08304712, 0.08306544, 0.08308365, 0.08310203, 0.08312052, 0.08313887, 0.08315728, 0.08317504, 0.08319236, 0.0832096, 0.08322681, 0.08324389, 0.08326094, 0.08327773, 0.08329441, 0.08331102, 0.08332743, 0.08334374, 0.08335976, 0.08337559, 0.08339116, 0.08340662, 0.08342195, 0.08343709, 0.0834522, 0.08346696, 0.08348107, 0.08349457, 0.08350725, 0.08351955, 0.08353107, 0.08354207, 0.08355252, 0.08356226, 0.08357096, 0.08357909, 0.08358672, 0.08359241, 0.08359541, 0.08359613, 0.08359446, 0.08358972, 0.08358176, 0.0835692, 0.08355167, 0.08353091, 0.08350904, 0.08348647, 0.08346266, 0.08343837, 0.08341375, 0.08338898, 0.08336411, 0.08333912, 0.0833142, 0.08328949, 0.08326502, 0.08324084, 0.0832169, 0.08319319, 0.08316974, 0.0831466, 0.08312368, 0.08310103, 0.08307879, 0.08305702, 0.08303571, 0.08301497, 0.0829949, 0.08297553, 0.08295693, 0.08293916, 0.08292231, 0.08290493, 0.08288767, 0.08287086, 0.082854, 0.0828369, 0.08281994, 0.08280271, 0.08278538, 0.0827682, 0.0827513, 0.08273389, 0.08271595, 0.08269761, 0.08267941, 0.08266152, 0.08264403, 0.08262689, 0.08261019, 0.08259372, 0.08257781, 0.08256263, 0.08254844, 0.08253522, 0.08252309, 0.08251214, 0.08250244, 0.0824926, 0.08248363, 0.08247587, 0.08246916, 0.08246367, 0.08245943, 0.08245692, 0.08245628, 0.08245741, 0.08246038, 0.08246508, 0.08247162, 0.08247828, 0.08248612, 0.08249532, 0.0825053, 0.08251633, 0.08252554, 0.08253244, 0.0825367, 0.08253738, 0.08253543, 0.08253124, 0.08252478, 0.08251619, 0.08250501, 0.08249164, 0.08247808, 0.08246442, 0.08245038, 0.08243635, 0.08242217, 0.0824082, 0.08239441, 0.08238034, 0.08236592, 0.08235133, 0.08233663, 0.08232194, 0.08230738, 0.08229285, 0.08227832, 0.08226399, 0.08224972, 0.08223585, 0.08222189, 0.08220819, 0.0821948, 0.08218077, 0.0821668, 0.08215293, 0.0821394, 0.08212617, 0.08211333, 0.08210079, 0.08208877, 0.08207729, 0.08206633, 0.08205613, 0.08204691, 0.08203891, 0.0820322, 0.0820272, 0.08202434, 0.08202426, 0.08202723, 0.08203354, 0.08204348, 0.08205707, 0.08207425, 0.08209452, 0.08211758, 0.0821429, 0.08216873, 0.08219413, 0.08221767, 0.08223827, 0.08225784, 0.08227715, 0.08229474, 0.08231176, 0.08232886, 0.08234609, 0.08236307, 0.08238027, 0.08239776, 0.08241541, 0.08243316, 0.08245102, 0.08246861, 0.08248618, 0.08250379, 0.08252146, 0.08253915, 0.08255684, 0.08257467, 0.08259252, 0.08261043, 0.08262836, 0.08264637, 0.08266438, 0.08268251, 0.08270067, 0.08271889, 0.08273707, 0.08275529, 0.08277358, 0.08279168, 0.08280988, 0.08282812, 0.08284647, 0.0828648, 0.08288312, 0.08290148, 0.08291987, 0.0829383, 0.08295679
0.08001328, 0.08002734, 0.08004155, 0.08005603, 0.08007064, 0.08008555, 0.08010071, 0.08011618, 0.080132, 0.08014807, 0.08016443, 0.08018108, 0.08019802, 0.08021518, 0.08023249, 0.08025003, 0.08026779, 0.08028524, 0.08030202, 0.08031879, 0.08033556, 0.08035231, 0.0803691, 0.08038586, 0.0804023, 0.08041862, 0.08043479, 0.08045086, 0.08046632, 0.08048106, 0.08049546, 0.08050971, 0.08052373, 0.08053739, 0.08055063, 0.08056372, 0.0805767, 0.08058944, 0.08060081, 0.08061174, 0.08062226, 0.08063105, 0.08063915, 0.08064673, 0.08065125, 0.08065312, 0.08065289, 0.08064908, 0.08064196, 0.0806319, 0.08061889, 0.08060438, 0.08058987, 0.0805755, 0.08056133, 0.08054756, 0.0805342, 0.08052088, 0.08050807, 0.08049586, 0.08048446, 0.08047392, 0.08046425, 0.08045541, 0.08044765, 0.08044116, 0.08043623, 0.08043323, 0.08043252, 0.08043435, 0.08043886, 0.08044601, 0.08045572, 0.08046805, 0.08048292, 0.08050017, 0.08051959, 0.08054099, 0.08056412, 0.08058857, 0.08061408, 0.08064012, 0.08066568, 0.08069051, 0.08071472, 0.08073705, 0.08075862, 0.08077982, 0.08080042, 0.0808208, 0.08084123, 0.08086156, 0.08088188, 0.08090199, 0.08092195, 0.08094171, 0.08096141, 0.08098087, 0.0810004, 0.08101983, 0.08103928, 0.08105884, 0.08107795, 0.08109666, 0.08111513, 0.08113343, 0.08115153, 0.08116915, 0.08118565, 0.08120166, 0.08121726, 0.08123259, 0.08124746, 0.08126196, 0.08127523, 0.08128793, 0.08130026, 0.08131222, 0.08132367, 0.0813346, 0.08134522, 0.08135541, 0.08136532, 0.08137494, 0.08138411, 0.08139301, 0.08140178, 0.08141056, 0.08141936, 0.08142832, 0.08143742, 0.08144682, 0.08145645, 0.08146621, 0.08147632, 0.0814869, 0.08149787, 0.08150931, 0.08152121, 0.0815334, 0.08154606, 0.08155912, 0.08157262, 0.08158651, 0.08160084, 0.08161552, 0.0816304, 0.0816456, 0.08166105, 0.08167677, 0.08169273, 0.081709, 0.08172554, 0.08174194, 0.08175721, 0.08177222, 0.08178729, 0.08180115, 0.08181414, 0.08182681, 0.08183918, 0.08185121, 0.08186287, 0.08187427, 0.08188432, 0.08189365, 0.08190168, 0.08190884, 0.08191535, 0.08192128, 0.08192679, 0.08193196, 0.08193693, 0.08194177, 0.08194654, 0.08195142, 0.08195642, 0.08196165, 0.08196701, 0.08197196, 0.08197688, 0.08198182, 0.08198699, 0.08199194, 0.08199695, 0.08200171, 0.08200625, 0.08201078, 0.08201467, 0.0820181, 0.08202127, 0.08202409, 0.08202683, 0.08202972, 0.08203272, 0.08203572, 0.08203901, 0.08204222, 0.0820455, 0.08204922, 0.0820535, 0.08205833, 0.08206367, 0.08206955, 0.08207604, 0.08208183, 0.08208637, 0.08209041, 0.08209416, 0.08209699, 0.08209924, 0.08210099, 0.08210191, 0.08210131, 0.08209856, 0.08209328, 0.08208589, 0.08207677, 0.08206606, 0.08205441, 0.08204278, 0.08203141, 0.08202042, 0.08201002, 0.08200006, 0.08199072, 0.08198211, 0.08197416, 0.081967, 0.08196064, 0.08195539, 0.08195095, 0.08194776, 0.0819461, 0.08194624, 0.08194815, 0.08195189, 0.08195737, 0.08196442, 0.08197288, 0.08198293, 0.08199385, 0.08200552, 0.08201832, 0.08203216, 0.08204682, 0.08206232, 0.0820784, 0.08209433, 0.08211047, 0.08212649, 0.08214238, 0.08215751, 0.08217272, 0.08218832, 0.08220438, 0.08222086, 0.08223766, 0.08225485, 0.08227257, 0.08229083, 0.08230957, 0.08232876, 0.08234841, 0.08236855, 0.08238883, 0.08240915, 0.08242943, 0.08244967, 0.08246985, 0.08248956, 0.08250924, 0.08252907, 0.08254855, 0.08256745, 0.08258618, 0.08260444, 0.08262286, 0.08264143, 0.08266022, 0.0826792, 0.08269837, 0.08271769, 0.08273713, 0.08275678, 0.08277642, 0.08279621, 0.0828161, 0.08283613, 0.08285603, 0.08287556, 0.08289459, 0.08291303, 0.08293126, 0.08294934, 0.08296707, 0.08298425, 0.08300111, 0.08301742, 0.08303349, 0.08304927, 0.08306479, 0.08308002, 0.08309494, 0.08310964, 0.08312401, 0.08313814, 0.08315203, 0.08316569, 0.08317914, 0.08319226, 0.08320472, 0.08321681, 0.08322855, 0.08323984, 0.08325037, 0.08326049, 0.08327028, 0.08327972, 0.0832889, 0.08329763, 0.08330593, 0.08331385, 0.08332144, 0.08332866, 0.08333527, 0.08333945, 0.0833422, 0.08334409, 0.08334504, 0.08334436, 0.08334159, 0.0833353, 0.08332591, 0.08331326, 0.083298, 0.08328217, 0.08326589, 0.08324949, 0.08323288, 0.08321621, 0.08319948, 0.08318246, 0.08316547, 0.08314876, 0.08313236, 0.08311616, 0.0831001, 0.08308404, 0.08306834, 0.08305317, 0.08303859, 0.08302457, 0.08301111, 0.08299834, 0.08298628, 0.08297507, 0.08296475, 0.08295541, 0.08294702, 0.08293979, 0.08293363, 0.08292893, 0.08292604, 0.08292485, 0.08292563, 0.08292852, 0.08293347, 0.08294017, 0.08294871, 0.08295912, 0.08297116, 0.08298485, 0.08300007, 0.08301668, 0.0830346, 0.08305365, 0.08307372, 0.08309466, 0.08311626, 0.08313836, 0.08316064, 0.08318318, 0.08320544, 0.08322733, 0.083249, 0.08327032, 0.08329149, 0.08331248, 0.0833329, 0.08335315, 0.08337318, 0.08339323, 0.08341327, 0.08343332, 0.08345325, 0.08347283, 0.0834921, 0.08351108, 0.08352973, 0.08354786, 0.08356576, 0.08358356, 0.08360039, 0.08361676, 0.08363257, 0.08364809, 0.08366327, 0.08367817, 0.08369275, 0.08370679, 0.08372021, 0.08373328, 0.08374595, 0.08375823, 0.08377003, 0.08378149, 0.08379257, 0.08380341, 0.08381397, 0.0838244, 0.08383463, 0.08384419, 0.08385213, 0.08385921, 0.08386569, 0.08387133, 0.08387624, 0.08388042, 0.0838839, 0.08388682, 0.08388917, 0.08389108, 0.08389264, 0.08389378, 0.08389457, 0.08389491, 0.08389493, 0.08389433, 0.08389279, 0.08389037, 0.08388755, 0.08388437, 0.08388071, 0.0838767, 0.08387209, 0.08386703, 0.08386163, 0.08385576, 0.08384971, 0.08384285, 0.08383508, 0.08382679, 0.08381787, 0.08380883, 0.08379988, 0.08379099, 0.08378232, 0.08377405, 0.08376618, 0.08375853, 0.08375124, 0.08374445, 0.0837381, 0.08373214, 0.08372723, 0.08372297, 0.08371975, 0.08371795, 0.08371753, 0.08371872, 0.08372165, 0.08372628, 0.08373266, 0.0837402, 0.08374932, 0.08376013, 0.08377239, 0.08378609, 0.08380082, 0.08381663, 0.08383357, 0.0838516, 0.08387055, 0.08389041, 0.08391109, 0.08393195, 0.08395313, 0.08397463, 0.08399623, 0.08401695, 0.08403726
