LME_EcoOcean,Fleet Number,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
6,7,0.001407038,0.001896023,0.002093056,0.001620381,0.002995718,0.019785596,0.001414003,0.038869627,0.002532177,0.254381444,1.32E-05,0.0009739,0.002308874,0.033290452,0.035366848,0.034741328,0.03373148,0.060707094,0.035171502,0.078665537,0.033398762,0.038552525,0.083170508,0.068992827,0.081525252,0.084949461,0.070746747,0.036327463,0.048556196,0.030049535,0.033216658,0.034903558,0.048369389,0.023421096,0.03744363,0.037694483,0.039716784,0.042875152,0.063299192,0.004825836,3.88E-05,0.000228836,0.004603433,0.000416037,0.000269191,0.001272216,4.62E-05,0.001503929,0.000820747,0.000904062,0.004275848,0.000423427,0.000237227,0.002575212,0.003487462,0.001214976,0.002181878,0.000263509,0.00482993,0.003980181,0.001896504
6,8,,0.00432545,0.00080305,0.00239636,0.002420759,0.03589741,0.006321948,0.056415157,0.007976221,0.494615492,0.006877264,0.007803996,0.007221924,0.057388341,0.062635571,0.07374799,0.08718314,0.120581988,0.083924912,0.153081015,0.076897403,0.067485785,0.062718978,0.044415559,0.053842436,0.056564967,0.069648421,0.054703797,0.059266099,0.058263985,0.085805081,0.05612497,0.061322415,0.004147302,0.004566677,0.006245899,0.007420193,0.008203566,0.009072182,0.009441697,0.006687737,0.008991645,0.022208566,0.008823782,0.019740555,0.010641818,0.011011911,0.012139838,0.014349257,0.113770951,0.015100435,0.107578049,0.093970838,0.104788122,0.116836606,0.025364304,0.018889413,0.023383478,0.000224519,0.00040372,8.06E-05
6,9,0.487233233,0.397850665,0.34239817,0.271766197,0.250628169,0.207495832,0.192802067,0.199896254,0.268172095,0.313223006,0.377555621,0.218966085,0.228009227,0.275397742,0.267351303,0.278112335,0.235385244,0.24901134,0.246361228,0.2519244,0.324920541,0.18356238,1.056625155,1.093358647,1.544477887,1.231882895,1.062346483,1.074631403,1.00012639,0.817898477,0.968646109,1.149768336,1.157927342,1.112964251,1.509862472,1.162329614,0.976790441,0.732210645,0.71778088,0.636642683,0.688028877,0.766477694,0.844462599,0.708385816,0.627791978,0.445516311,0.42314297,0.401035125,0.388513605,0.400786923,0.412682144,0.353604402,0.283451266,0.308161228,0.27635955,0.230047265,0.230953593,0.150129107,0.142915893,0.158171004,0.109288486
6,10,6.11E-06,5.68E-06,2.58E-05,4.63E-05,1.72E-05,0.006456002,0.011836696,0.034381333,0.002374262,0.19660986,0.008464398,0.018370007,0.033640685,0.031019001,0.035095848,0.031438846,0.009375458,0.023698652,0.005897927,0.024825185,0.006376892,0.001931898,0.002306373,0.001745517,0.002006294,0.003393182,0.003613948,0.00177522,0.001939423,0.002031218,0.00372886,0.021825236,0.013876222,0.014594432,0.014906414,0.018935549,0.014500169,0.013386111,1.70E-06,0.000995161,3.25E-07,2.34E-07,1.71E-05,4.28E-05,0.000273903,0.000111833,6.73E-06,0.00018112,0.000155997,0.000251168,0.000141965,3.85E-06,3.80E-06,3.93E-06,1.86E-06,1.19E-05,1.32E-06,1.49E-06,1.29E-07,4.45E-05,2.81E-06
6,11,6.51E-06,4.84E-06,8.37E-06,3.38E-05,1.52E-05,,0.008939573,0.014244767,0.014128281,0.027702158,0.020633036,0.014465457,0.028882238,0.026791424,0.025706917,0.026090921,0.029775676,0.038676888,0.022356029,0.014776185,0.01893947,0.006758113,0.010279487,0.007823452,0.008192666,0.015242044,0.012249984,0.008222587,0.0066772,0.022032227,0.020695618,0.014955964,0.007985798,0.011197563,0.010951083,0.014627902,0.007319992,0.007114842,0.002198784,9.29E-05,0.000256148,1.20E-07,0.000269493,1.10E-06,0.000180299,0.000193433,8.60E-05,0.000720155,0.000307458,0.00037777,0.001085076,0.000735615,0.000589611,0.00067827,0.001144544,5.35E-05,0.003223963,7.74E-06,9.87E-05,0.003700782,0.000107502
6,12,3.348818715,3.537349643,3.644185621,3.437461708,3.207558565,3.807266395,3.081037452,3.627478338,3.752917418,3.131062204,5.302775528,3.827511781,3.376870614,3.255963123,3.31719024,3.222091262,2.730335156,2.371026047,2.679874582,2.75177864,3.148191125,2.571912228,1.799971108,1.760401275,2.525129348,2.069554857,1.749452454,1.721836204,1.532773583,1.341432734,1.734605472,1.543249359,1.649658643,1.68125916,1.957220982,1.587698005,1.358873897,1.069481485,1.087508769,0.885825424,0.913729958,1.047199506,1.083532268,0.944962915,0.82971977,0.595257486,0.584967196,0.555806727,0.55698083,0.597170708,0.632368948,0.605373073,0.473512267,0.518415007,0.485518941,0.477101456,0.432942604,0.333322803,0.336505956,0.363966427,0.268560156
6,13,0.275998137,0.491021527,0.297381818,0.412734105,0.819389922,1.042554957,0.780004005,0.590993333,0.707047718,0.682791244,0.466169431,0.314535528,0.296062395,0.280855097,0.286911275,0.304920765,0.265632987,0.408000911,0.384442641,0.377875866,0.283113541,0.332784662,0.695403763,0.601130487,0.987384331,1.006185234,0.854004368,0.819924023,0.679071699,0.548393088,0.697183017,0.6470949,0.653938938,0.626599689,0.789370209,0.502004413,0.437980411,0.316332222,0.302208258,0.199453656,0.192102137,0.199608193,0.250402801,0.234598899,0.218638517,0.16887966,0.1595137,0.12246929,0.12348227,0.144108051,0.093693007,0.105799367,0.092883304,0.105530598,0.074178107,0.08223115,0.079979713,0.061002049,0.060300249,0.061052281,0.036567258
6,14,0.276858765,0.396333863,0.283143267,0.397990721,0.545283499,0.688152996,0.611449387,0.503080478,0.375697192,0.465626823,0.157690632,0.140847859,0.161697424,0.225048057,0.234116084,0.257699151,0.196137395,0.268323469,0.55227672,0.591209687,0.569901618,0.532137394,0.508550491,0.53212095,0.678244752,0.601668211,0.571033315,0.474883991,0.743622644,0.574807129,0.621115058,0.797362988,0.392535709,0.372676037,0.484951589,0.401788802,0.3387464,0.2573084,0.236471321,0.201439896,0.209623862,0.229811951,0.259154876,0.235844724,0.224236171,0.150643104,0.166406126,0.156951886,0.144274384,0.140185648,0.166608328,0.148725157,0.102466728,0.124014108,0.106223843,0.079517785,0.091675546,0.067400595,0.068326524,0.069530069,0.042659053
6,15,1.219966908,0.995257775,0.7371637,0.738676212,1.014434215,0.696172367,0.712177277,0.721742411,0.705250913,0.73799493,0.444192806,0.419840315,0.39123524,0.456238955,0.421996218,0.455630034,0.365759681,0.417664089,0.438822389,0.369578648,0.475118623,0.30545854,0.424753605,0.359393524,0.572923578,0.428202353,0.37840416,0.389200038,0.535254101,0.288719841,0.344269683,0.450163124,0.409883776,0.512340837,0.456332552,0.43094753,0.368191275,0.277078741,0.249537721,0.188994156,0.211409641,0.240825862,0.24929694,0.256150786,0.233235094,0.164326251,0.135532406,0.160987669,0.144933981,0.16263475,0.15003466,0.128893177,0.112540493,0.10472188,0.077096771,0.067281955,0.06430194,0.048737721,0.048529377,0.054600321,0.037365619
6,16,0.375694185,0.270539344,0.257329706,0.295502545,0.320762162,0.280319202,0.253692982,0.285783259,0.29681148,0.429049058,0.189988026,0.207450053,0.173418925,0.15529618,0.209928835,0.167538915,0.159033171,0.190055236,0.260558597,0.32553002,0.22940949,0.263750753,0.340486152,0.376117204,0.436184477,0.323834439,0.268507617,0.250037241,0.281753819,0.232724498,0.418132222,0.353884777,0.272806592,0.231079579,0.303736569,0.186595598,0.165231396,0.110144697,0.127982205,0.084494853,0.077120001,0.093590923,0.101518803,0.101450867,0.101528354,0.072227124,0.058067211,0.055219182,0.056195748,0.057652587,0.076542929,0.076791662,0.063809786,0.075122268,0.071863794,0.106226741,0.095964719,0.059669519,0.059897037,0.05889668,0.038551273
7,1,11.5304311,11.34565697,12.75811105,12.47781803,12.04954307,13.95326124,14.56935747,15.08490471,15.17359114,16.61665389,11.14564474,11.52576646,11.65113194,20.44131253,21.47738518,6.223884854,26.08465568,26.50314717,26.02694013,15.87201202,34.14317384,32.36017755,14.35000451,18.05138907,17.60545381,14.85370661,14.26859974,15.29903796,15.3539769,8.910103931,12.95724364,14.067717,12.46750076,8.674287609,8.51699656,8.572269291,8.140623338,6.11488998,6.678551873,7.449394576,9.12449043,8.002368679,9.0967286,7.366277788,4.743785964,6.446726049,7.632462939,5.92173142,5.795519009,5.531995589,5.303369209,5.401897166,4.589846949,4.736707396,5.108569883,3.14621149,3.62956074,4.269041192,4.482004838,3.258404755,3.671743937
7,2,,,,,,,,,,,,,,,,,,1.95E-05,0.00010803,0.000945206,,,0.001188339,0.000833093,0.001589208,,,,,,,,,,,,,,,,,,,,,0.004987275,0.004465255,0.004093868,0.002879588,,,,,,,,,,,,
7,3,1.379339105,0.987809387,1.244161165,1.398480808,1.47272522,1.427526623,1.584980132,1.652071811,2.169706619,2.182509512,2.079519289,1.547445571,1.698936112,2.740557698,1.81457203,2.666232701,2.177093651,3.141944071,2.628086697,2.029213857,1.762133858,2.072003914,2.751831361,3.50697905,3.633541285,2.979010431,2.721411454,3.081894743,3.655297976,3.682892783,3.793544067,4.114069032,3.959214272,3.219784776,3.460448419,2.826266576,2.844312443,2.343210308,2.169391743,2.738526286,3.007239938,2.839780181,2.856627819,2.546119113,1.639807511,2.171612264,1.968903617,1.65853976,1.587090697,1.503742859,1.372633429,1.432097691,1.240104183,1.157776763,1.321264354,1.10554011,1.102204963,1.400593703,1.311946339,1.253004183,1.336856503
7,4,,,,,4.29E-08,2.49E-07,,,,,4.64E-08,,,,,,,,,,,0.000552283,,,6.46E-06,0.000121012,0.000164317,0.000895976,0.000536443,0.001014222,0.000297435,2.08E-05,4.51E-05,5.51E-05,1.88E-05,,5.66E-07,,,,0.003674464,0.045718171,0.00160148,0.000153364,1.07E-05,,,8.68E-07,1.28E-05,0.001355863,0.000144946,0.000767253,0.000823777,0.000169741,0.001312229,0.001424819,0.001112587,0.001719135,0.000462661,0.002627648,0.00116955
7,5,2.92984524,2.550433086,2.670156488,2.547769255,3.031389618,2.709451314,2.105820293,2.176486443,2.877122305,2.612698862,1.878326556,1.2780192,1.148643983,2.601065607,2.649181566,2.207590026,3.0156834,2.542274901,3.296003621,3.328560921,3.309875468,1.567357619,5.864017674,7.561734232,7.301767739,5.399058227,5.356032276,6.087491302,6.483344729,5.181860221,4.738586691,4.924514112,4.593120049,3.963011432,4.019570418,3.430554175,3.110215318,2.752516832,2.461561101,2.702252039,2.945689061,2.553543733,3.042586257,2.402542506,1.668830092,1.936046296,1.966379166,1.673092502,1.676333332,1.550747205,1.49862262,1.531610899,1.468685922,1.294255163,1.367629737,1.299576346,1.202793268,1.443810814,1.346632497,1.238687212,1.342534836
7,6,7.705847229,6.156448781,6.853537738,6.253264338,8.360919609,7.278649436,5.650738466,5.736414768,7.572167203,6.915079293,4.439884491,2.898075108,2.59137214,6.587574179,6.512299213,5.690405108,7.478986973,5.88854723,7.34193533,7.076224289,5.500464052,4.070195648,7.514784598,9.442448973,8.945998623,7.479655916,7.040640123,7.661888294,8.18653818,6.978794915,7.362422034,7.31055935,6.877620373,5.69608342,5.696996551,5.415726754,4.863585548,3.861959726,3.592197667,4.244850538,4.613017051,4.304265045,4.450099744,3.779347127,2.628001671,3.235233181,3.013326335,2.520421069,2.572516652,2.425380099,2.112381834,2.176459202,1.912188811,1.751791311,1.883673701,1.574765485,1.488827324,1.75591613,1.767999185,1.571860967,1.70807097
7,7,0.543478317,0.473629273,1.01587161,0.797099075,0.730093995,0.975501838,0.838393802,0.751073902,0.901393465,1.048058926,0.017474026,0.026147653,0.022089936,0.020209949,0.164309438,0.069639499,0.048728179,0.21069835,0.057423748,0.135418299,0.158643014,0.336426648,0.249194957,0.189625728,0.303598602,0.179264122,0.169687943,0.1729166,0.05340115,0.061347505,0.07978069,0.103019182,0.083215951,0.041503515,0.035604159,0.026274088,0.020574576,0.006321464,0.001466382,0.01045151,0.005447376,0.055373107,0.023512873,0.023907562,0.012033872,0.018620975,0.035088259,0.012530894,0.007140219,0.000291829,8.24E-05,9.52E-06,0.001033423,0.004652931,0.000755606,0.000161195,0.000936767,0.005503043,0.003259164,0.000557827,0.001906497
7,8,,0.01430119,0.036101397,1.16011439,0.074815996,0.147919698,0.043447135,0.061797235,0.071556598,0.393267475,0.049336277,0.03035854,0.018956619,0.024295647,0.273220841,0.087926047,0.040734429,0.221252556,0.074982354,0.027708634,0.003990703,0.055162695,0.039814383,0.056391368,0.004827628,0.058226168,0.122326283,0.109280175,0.012654567,0.01197345,0.104486884,0.039547351,0.018865041,0.009721214,0.078890146,0.010910657,0.020782446,0.05089195,0.064302492,0.309345588,0.019529209,0.085675114,0.085873434,0.080065328,0.032316768,0.060709314,0.111988716,0.039757274,0.106895033,0.001829124,0.011803745,0.001715622,0.023642337,0.012233075,0.002241863,0.002826066,0.005848656,0.014623864,0.009282218,0.007240916,0.007122219
7,9,7.444257319,7.213559738,7.536078224,7.879379222,8.226827085,8.843974574,7.94260187,8.240535607,8.139478374,7.935907692,7.325835253,8.095240677,7.452446603,8.471605574,8.147139591,8.977296873,9.277338582,9.09223142,8.990658665,10.71413425,11.54677953,12.6302436,4.48222278,6.224574235,6.152369389,5.008674983,4.747110779,5.51303577,5.737457823,5.092040932,5.214311794,5.975195384,5.594202463,4.558362838,4.79223781,3.97208489,4.091660185,3.155145203,2.878998386,3.784522851,4.130098092,3.966793204,4.171837725,3.625197797,2.404632437,3.232783609,2.925980916,2.539812378,2.425953987,2.278933997,2.067815734,1.895053065,1.907924935,1.630474035,1.713767734,1.278136065,1.509124513,1.549792971,1.326503843,1.629146384,1.393395513
7,10,2.511521997,2.62572412,2.543025761,2.584502207,2.402169509,1.206454649,1.259359707,1.138658841,3.294316112,1.59889178,2.306611238,1.705472881,1.966297584,1.959111214,1.809278842,3.373860381,4.922629707,6.165237047,5.262706623,5.332446088,4.886527755,4.977388487,8.819093796,9.500333244,8.917029276,4.758177402,5.687447804,5.222549813,4.41620986,3.442229416,6.229376386,2.031307342,1.434157525,1.529951466,1.336741517,2.567747353,5.047668467,1.303571855,1.027365959,4.323066455,0.981670688,0.781417207,0.840186885,1.666236801,1.29087025,0.761118988,0.699389197,1.295121298,0.783937266,0.94402768,1.866329955,2.840779281,0.83123713,0.219675103,0.143447424,0.286199309,0.311576632,0.155374458,1.430469273,1.17706126,0.145092883
7,11,1.280656308,1.181050373,0.896863202,0.797454564,0.84901379,0.327056515,0.316964472,0.333940906,0.863676707,0.324732797,0.548691294,0.569286596,0.621095421,0.62862859,0.55202358,1.634374758,1.733042289,2.176135904,2.036329256,2.026397982,1.704156917,1.814291632,4.014679071,4.133669382,3.717463915,1.900852719,2.051823132,1.82150809,1.85719136,0.422626646,2.326564857,1.060057333,1.032497476,1.10066683,0.876756055,1.768871873,3.49194361,0.604309002,0.600688347,2.505730699,0.6181297,0.409490384,0.772455751,1.516192421,1.161384973,0.773456475,0.498662293,1.086375922,0.717625849,0.928958602,0.01037233,0.019037511,1.082993354,1.573373767,0.093141779,0.262922834,1.885585156,0.693120191,0.032363955,0.104710285,0.037519492
7,12,16.23815787,15.27612303,14.63619301,15.18743901,16.20022395,16.68385036,15.41720225,15.89984857,14.74851153,13.99847414,8.35187782,9.063643121,7.80865731,11.37408083,9.829038531,9.83515817,10.80102741,11.65890405,11.84231848,12.6759596,11.75250249,11.31761525,7.268532246,9.41289196,9.182738822,7.753462463,7.438433056,8.332236549,8.998649888,7.829136915,8.343797812,8.067802611,7.65436752,6.70656045,6.404894288,5.55097293,5.388905371,4.743174777,4.495657735,5.280301624,5.762183601,5.545063192,5.514156414,5.028704147,3.12749923,4.397297398,4.133672049,3.511048563,3.355164858,3.338390775,3.146100321,3.549192327,2.915280563,2.738027067,2.812274336,2.480790182,2.22114314,2.647166873,2.496486577,2.470272319,2.790507871
7,13,0.929756031,0.862400113,0.769544186,1.018075736,1.542954395,2.042222458,1.445786992,1.075805754,1.345544075,1.1929265,0.147377424,0.125456835,0.126493376,0.614514035,0.540970876,0.726020993,0.710783763,1.047591331,0.69704697,1.234000913,0.672168081,0.601867438,2.861517991,3.319552904,3.767473998,3.808070579,3.685825822,4.02233592,4.147962644,3.344754733,3.489588448,3.259639321,3.235011121,2.760828006,2.66804874,1.760324693,1.786826079,1.635736102,1.472118891,1.260001437,1.241876189,1.230705983,1.457387509,1.240412721,0.874406583,1.259314708,1.27031625,0.832999548,0.862472709,0.987421002,0.529654784,0.669766549,0.636859824,0.64212869,0.520680283,0.528965202,0.498963098,0.607845117,0.60353781,0.568486774,0.551493433
7,14,0.786666001,0.711894373,0.829610766,1.081786321,1.084378669,1.129906074,0.8362926,1.037807888,0.638271087,0.798011076,0.192055047,0.147430819,0.211554143,0.530230141,0.416699849,0.483103119,0.312899967,0.53618652,0.580318306,0.704964075,0.64171152,0.463089218,1.273242752,1.702485597,1.890422264,1.691726726,1.575271205,1.605606847,1.876148074,1.755591949,1.78307011,1.884772599,1.856987527,1.537508449,1.579945475,1.229308516,1.329697346,1.009046013,1.019633856,1.188235426,1.271484781,1.241491085,1.335503861,1.19369647,0.878973349,1.089960405,1.245125517,0.936046405,0.907196778,0.857898774,0.772738651,0.830196809,0.68660094,0.636240729,0.676128154,0.486399093,0.552968983,0.659921333,0.658143697,0.637550493,0.607845119
7,15,3.749196959,3.310465962,3.968623205,3.748902825,3.451200484,3.690298098,3.679668566,3.649184401,3.605148649,3.891439289,2.395096341,2.574956236,2.597863848,4.058650414,3.968144105,4.057627147,4.82555269,4.027150061,4.207523577,4.503252354,4.402838385,4.31035115,2.412450888,2.792524899,2.838466681,2.690556501,2.316391513,2.588806311,2.514489245,2.180692851,2.18004542,2.62219226,2.45142713,2.302560256,1.669412335,1.43914469,1.627370851,1.269868133,1.053757668,1.158365088,1.303247586,1.284987031,1.265635755,1.333421378,0.901685196,1.201892671,0.954494381,1.001626497,0.938059493,1.008284712,0.845573851,0.759766328,0.769395804,0.6223358,0.525873284,0.43094516,0.411161492,0.473794899,0.484844705,0.480587577,0.522445131
7,16,1.692536951,1.674110741,2.148316918,2.221987879,1.990255405,2.308294524,2.331706506,2.371409244,2.62857444,2.55924296,1.084067452,1.190248791,1.192346913,2.418690711,2.427183284,2.357926094,2.674905753,2.462408031,2.323455524,2.724941288,2.50327291,2.821005549,1.357726593,1.961355506,1.595126133,1.205929269,0.951062916,0.99955909,0.955931913,0.863944805,1.63299908,1.147260847,1.134234562,0.943712439,0.977520214,0.695318626,0.658346567,0.485103351,0.53351727,0.555914188,0.468937959,0.513892565,0.504322225,0.527516202,0.376017516,0.483083725,0.400129486,0.312765671,0.327551903,0.279642872,0.377125397,0.380815624,0.356902561,0.33802654,0.34034743,0.518814351,0.468586308,0.465153991,0.445343696,0.399541284,0.40274384
8,1,1.950735692,1.800215563,1.803272286,1.664898377,1.706473712,1.528597578,1.578030432,1.597956396,1.977957213,1.644215446,3.647279247,3.424991324,3.642540645,3.290974385,3.678673807,4.790221535,2.575751902,2.877911036,2.998808673,3.88807821,2.629492255,2.853707396,3.684828809,3.634802063,3.621426976,3.131842122,2.824497187,2.816469677,3.377393483,6.437765546,4.853571169,4.007384346,4.205799488,5.30428239,6.574447298,7.134459038,6.112428666,5.060735013,4.432376281,5.134359807,3.216570887,3.171267634,2.661315893,3.264452612,2.815573942,2.574880544,2.084309992,2.071615884,2.45235514,2.277590784,2.763179128,3.162831816,2.763249052,2.135041415,1.917894719,1.548122263,1.632517794,1.558147357,1.852142582,1.999124266,1.669367872
8,2,,,,,,,,,,,,,,,,,,0.000237282,0.003741411,0.010958517,,,,,2.66E-08,,,,,,,,,,,,,,,,,,,,,,,,,2.90E-07,,1.02E-06,,,,,0.001187548,,,0.001204966,
8,3,0.277123623,0.263843154,0.034198048,0.035722531,0.042063828,0.048548587,0.059819564,0.057414522,0.058946373,0.075124594,1.081339363,0.862408586,0.725945181,0.88938406,0.771922544,1.114781945,0.582249148,0.740620888,0.308212887,0.266319787,0.466995365,0.693918783,0.249304088,0.211764917,0.188701906,0.254921628,0.236390143,0.249341355,0.122262991,0.148116046,0.123551526,0.11961233,0.30455658,0.645980648,0.599346782,0.394451026,0.390850689,0.567225967,0.402099918,0.265561727,0.223827765,0.229788726,0.228146566,0.299466835,0.291525645,0.199272261,0.321181787,0.244952679,0.138971136,0.404501595,0.212712396,0.22300574,0.143107403,0.1292,0.577220939,0.555316177,0.386229588,0.602853561,0.232166804,0.099540339,0.43791348
8,4,,,,,4.33E-06,,,6.75E-07,,,,6.40E-08,,5.56E-07,6.39E-05,,,,,,,,,,,2.58E-07,5.17E-06,7.07E-06,0.000254042,2.06E-05,0.000878678,0.000677881,4.07E-06,3.31E-05,0.000215089,6.48E-05,4.96E-05,,0.002237227,0.000136113,,,,,7.01E-07,3.00E-05,,,9.17E-06,6.29E-06,0.000187185,4.58E-05,0.000125605,0.000700393,0.000176293,7.75E-08,,2.16E-06,3.17E-06,3.24E-08,5.18E-08
8,5,1.05336382,0.969423888,0.856359076,0.791628566,0.715779099,0.628154621,0.576462638,0.558675734,0.602746679,0.547001189,1.270260157,1.138133659,1.134904553,1.061465688,1.234712482,1.23477695,1.078761862,1.093489995,1.257498323,1.147895486,1.280384038,1.425199532,0.981439191,1.917970893,1.586324049,1.453193488,1.392026175,1.437761794,0.507847947,0.070375176,0.203684901,4.977577937,3.867057423,4.04369676,2.711473979,1.776376427,1.072391309,2.242895678,2.250107263,1.122377497,1.110697051,1.189521106,1.138874773,1.165966693,1.118323093,0.836679132,1.337703064,1.100229133,0.664244129,0.557379749,0.438027576,0.279146023,0.420097927,0.265711905,0.607582345,0.666182547,0.503949212,0.874101555,0.314474857,0.273892124,0.646646221
8,6,0.903940489,0.794557798,0.369596486,0.371465139,0.373655529,0.399235216,0.383432288,0.362461536,0.345876657,0.443235387,2.005005684,1.786198706,1.786243158,1.703392897,1.879879283,1.664557569,1.736842483,1.420273375,1.503561291,1.118928753,1.486355117,1.84410746,0.795293449,1.344562445,1.141286537,1.263601559,1.183907054,1.255510937,0.467123371,0.536377752,0.525643146,2.652913945,2.325377001,2.487165627,2.276749208,1.650865705,1.461858071,2.263314816,1.977081199,1.097339809,1.174969149,1.278301236,1.14782933,1.20064762,1.11672639,1.144500057,1.316529367,1.190047887,0.802977891,0.70388941,0.807578641,0.664553741,0.724627404,0.511790584,1.232983244,1.18009644,0.804394834,1.427963898,0.494617095,0.347027909,1.005625902
8,7,0.631095863,0.565668367,1.236233768,1.089047104,0.860336715,1.091429411,0.737429792,0.769737747,1.091195664,1.111922875,0.245652136,0.192464923,0.17612056,0.213325983,0.227341305,0.147866636,0.141826188,0.405547689,0.219254844,0.123307105,0.721294318,0.450874181,0.926224044,0.417181744,0.356567872,0.258014086,0.189580316,0.032288997,0.065224502,0.17898879,0.056692162,0.026646426,0.029642422,0.032675856,0.043031875,0.033861673,0.023466745,0.041964746,0.018031325,0.023583006,0.028392885,0.045060818,0.049275264,0.083553184,0.0405184,0.051628109,0.073438029,0.049616722,0.036274703,0.025355385,0.002094385,0.004612672,0.000631778,0.000324272,0.000189104,7.51E-05,8.30E-05,3.96E-05,0.000212372,0.000311552,2.48E-05
8,8,,,,6.43E-05,,,0.000169428,1.16E-07,,,,0.002959486,0.000260204,0.000530605,0.001120108,0.002849294,0.036032532,0.357273846,0.168408751,0.001108809,0.006621091,0.001943819,0.017391744,0.014235407,4.43E-05,0.025897896,0.095888231,0.023389076,0.038692868,0.056080626,0.045545386,0.041529887,0.083324751,0.072201649,0.108201697,0.097903265,0.070027502,0.132803463,0.060343238,0.062784205,0.069867674,0.107332314,0.196202916,0.255555709,0.126796533,0.165381029,0.21267039,0.158387427,0.108562337,0.071390033,7.06E-05,0.010479391,7.19E-05,0.000762918,3.41E-05,0.000105237,0.00014973,1.30E-05,7.71E-05,2.58E-05,0.000407144
8,9,0.314234034,0.205166807,0.455210957,0.439236218,0.494575218,0.563169805,0.590090318,0.552737888,0.58085451,0.616396106,0.90987712,0.76373533,0.706475252,0.74479774,0.81203901,0.776655062,0.555044595,0.657149832,0.557264462,0.498020757,0.540679578,0.30543515,0.643855895,0.460143511,0.484215404,0.346399398,0.2865881,0.239715071,0.222239462,0.187575597,0.230259687,0.16101713,0.094393967,0.338470198,0.382551868,0.488408997,0.933019094,0.491650411,0.477833081,0.537264648,0.947013953,1.487940331,1.028385564,0.871878343,0.93160528,0.610676966,0.480561828,0.806319038,0.845900359,0.893592791,0.639981094,0.616065208,0.766920093,0.341206841,0.501810033,0.496515862,0.620766485,0.856301182,0.425614165,0.813250532,0.35397372
8,10,15.03487699,17.12309739,17.16281366,16.74219577,17.05150908,7.518738875,7.669068403,7.264651108,22.15624877,8.899754742,14.21827692,10.33559335,11.33216718,11.0970937,11.77917794,13.01664874,16.18573422,16.88296665,18.13932413,17.00641899,17.8993536,18.48576576,31.97196354,33.81129781,35.21718817,17.51276442,16.4798718,17.04945009,18.62828046,39.24290352,44.09517022,10.26745103,7.511850088,7.806612746,8.328089134,11.891722,16.95044335,9.623530037,6.408998739,7.317533986,10.99386631,18.97495307,9.004224131,6.357508726,9.447103303,3.871833634,9.01914944,5.33636196,4.517983564,3.68551765,11.04633736,5.253071941,2.857700793,1.005387257,0.805380273,2.236829669,0.524715209,0.479669284,3.070120637,1.797926666,0.665396303
8,11,7.031634078,6.599789009,5.735397008,5.17695085,5.551349595,2.035948028,1.917858455,2.098594393,4.54040825,1.839449967,3.387185342,3.445721724,3.575913449,3.428395096,3.610549386,3.109605831,2.613205306,2.905830154,3.386670321,3.435277199,3.691897912,3.732571772,5.891029003,7.016357467,6.749203287,3.941902617,3.436061008,3.606103534,4.343886552,7.99456019,12.77505428,5.134373795,5.194002494,5.506906145,5.352121312,8.068811754,11.60749581,4.443545053,3.739428032,4.131358876,6.92176905,10.0398062,8.360184969,5.732964283,8.422495735,3.878395153,6.410023365,4.376305029,4.026534548,3.455811746,0.075879324,0.055278929,3.678342062,7.039226056,0.505726355,2.05955979,3.005487351,1.970056997,0.07348926,0.155976439,0.170584987
8,12,0.151600702,0.142618416,0.151910093,0.143449763,0.137402149,0.128772525,0.12638872,0.133933582,0.189558415,0.152943463,0.269791417,0.263492739,0.292471671,0.313002569,0.351702073,0.423922074,0.34929341,0.478994559,0.511566164,0.516511367,0.582007211,0.634590712,0.98711225,0.900997458,1.251003085,1.070250168,1.037033367,1.107076108,0.161364409,0.204987194,0.183014492,2.795051117,2.942446985,1.442111556,3.199976883,3.867020134,3.356736527,2.966873268,2.547609275,4.539705039,3.724060575,3.064508479,3.59338912,3.412961348,3.868382058,3.343263154,3.186070324,3.080787653,2.894359445,2.882051177,2.673644776,3.256422613,3.333240188,2.437336946,2.505999509,2.432718252,1.487180008,2.809353218,3.665410698,2.299285122,1.787743759
8,13,0.011277208,0.009071637,0.015826616,0.013922035,0.026923674,0.054119401,0.055687739,0.058418267,0.013448657,0.052722762,0.087085607,0.073181779,0.084780396,0.089871862,0.107539862,0.12481915,0.129099029,0.185532316,0.203978615,0.175895482,0.209867331,0.244713839,0.197247737,0.181324121,0.279542719,0.39859398,0.412199585,0.451981707,0.019125309,0.023254429,0.023352284,0.02417934,1.702984549,1.803374007,1.731191157,0.428500189,1.276730104,2.384908401,1.882075859,0.724258623,0.759621367,0.915153707,1.155860758,1.0016456,0.52586097,0.704684473,0.696908663,0.571955525,0.450426164,0.978573446,0.495224824,0.520652854,0.360783002,0.214650018,0.778897068,0.828791269,0.461107741,0.867837048,0.378695524,0.301805687,0.584685458
